t_ms,temp_C
73402,21.00
73902,21.00
74402,21.25
74902,21.25
75402,21.75
75902,21.50
76402,21.00
76902,21.25
77402,21.25
77902,21.50
78402,21.50
78902,21.50
79402,21.50
79902,21.25
80402,21.75
80902,21.25
81402,22.00
81902,22.00
82402,21.75
82902,20.75
83402,22.00
83902,21.75
84402,21.75
84902,22.00
85402,21.75
85902,22.00
86402,22.25
86902,22.00
87402,21.75
87902,22.00
88402,22.00
88902,22.00
89402,22.00
89902,22.00
90402,22.00
90902,22.25
91402,22.25
91902,22.25
92402,22.25
92902,21.75
93402,22.50
93902,22.50
94402,22.00
94902,22.00
95402,21.75
95902,22.25
96402,22.25
96902,22.25
97402,22.00
97902,22.25
98402,22.00
98902,21.75
99402,21.75
99902,22.25
100402,22.50
100902,22.75
101402,22.50
101902,21.75
102402,22.50
102902,22.75
103402,22.25
103902,22.75
104402,22.50
104902,22.50
105402,22.50
105902,22.25
106402,22.50
106902,22.75
107402,23.00
107902,22.50
108402,22.50
108902,22.50
109402,22.25
109902,22.75
110402,23.00
110902,22.50
111402,22.75
111902,23.00
112402,22.50
112902,23.00
113402,23.00
113902,22.75
114402,22.75
114902,22.50
115402,23.00
115902,23.00
116402,23.25
116902,22.75
117402,23.00
117902,23.00
118402,22.75
118902,22.75
119402,22.75
119902,22.25
120402,23.25
120902,23.50
121402,22.75
121902,23.25
122402,23.00
122902,23.25
123402,22.75
123902,23.00
124402,23.50
124902,23.00
125402,23.50
125902,23.00
126402,23.25
126902,23.50
127402,23.50
127902,22.75
128402,23.25
128902,22.75
129402,23.50
129902,23.50
130402,23.25
130902,23.50
131402,23.25
131902,23.25
132402,23.25
132902,23.75
133402,23.25
133902,24.00
134402,23.25
134902,23.75
135402,24.00
135902,23.25
136402,23.50
136902,23.50
137402,23.50
137902,23.50
138402,23.75
138902,23.50
139402,24.00
139902,23.75
140402,23.75
140902,23.75
141402,24.00
141902,23.75
142402,23.50
142902,23.75
143402,24.25
143902,24.00
144402,23.75
144902,23.75
145402,23.75
145902,24.00
146402,23.75
146902,24.00
147402,23.50
147902,24.00
148402,23.50
148902,24.00
149402,23.50
149902,23.75
150402,23.75
150902,23.50
151402,23.50
151902,23.75
152402,24.00
152902,24.25
153402,24.00
153902,23.75
154402,23.50
154902,24.00
155402,24.25
155902,24.25
156402,24.25
156902,24.25
157402,24.75
157902,24.25
158402,24.25
158902,24.00
159402,24.50
159902,24.75
160402,24.50
160902,24.00
161402,24.25
161902,24.50
162402,24.50
162902,24.50
163402,24.50
163902,24.25
164402,24.25
164902,24.50
165402,24.75
165902,24.50
166402,24.25
166902,24.50
167402,24.00
167902,24.25
168402,24.25
168902,24.50
169402,24.75
169902,24.50
170402,24.75
170902,24.75
171402,24.75
171902,25.00
172402,24.75
172902,25.00
173402,24.50
173902,24.75
174402,24.50
174902,25.00
175402,24.50
175902,25.00
176402,24.75
176902,24.50
177402,24.00
177902,25.00
178402,24.50
178902,25.00
179402,25.25
179902,25.00
180402,25.00
180902,24.75
181402,24.50
181902,24.75
182402,25.00
182902,25.25
183402,25.25
183902,24.75
184402,24.50
184902,25.00
185402,25.00
185902,25.25
186402,24.50
186902,25.25
187402,25.25
187902,25.25
188402,24.75
188902,25.00
189402,24.75
189902,25.25
190402,24.75
190902,25.25
191402,25.25
191902,25.25
192402,24.50
192902,25.00
193402,25.25
193902,24.50
194402,25.25
194902,25.50
195402,25.00
195902,25.25
196402,24.75
196902,25.00
197402,25.50
197902,25.00
198402,25.00
198902,25.50
199402,25.50
199902,25.50
200402,25.50
200902,25.50
201402,25.25
201902,25.00
202402,25.00
202902,25.50
203402,25.50
203902,25.50
204402,25.00
204902,25.75
205402,25.25
205902,25.50
206402,25.50
206902,25.75
207402,25.50
207902,25.50
208402,25.25
208902,25.25
209402,25.75
209902,25.75
210402,25.75
210902,25.50
211402,25.50
211902,25.75
212402,25.50
212902,25.75
213402,25.75
213902,25.75
214402,25.75
214902,25.75
215402,25.75
215902,25.75
216402,25.25
216902,25.75
217402,26.00
217902,26.00
218402,25.25
218902,25.50
219402,25.75
219902,25.25
220402,25.75
220902,26.00
221402,25.75
221902,25.75
222402,25.75
222902,26.00
223402,25.75
223902,25.75
224402,25.75
224902,26.00
225402,26.00
225902,25.50
226402,26.50
226902,26.25
227402,25.75
227902,25.75
228402,25.50
228902,26.00
229402,25.50
229902,26.00
230402,26.00
230902,25.50
231402,26.00
231902,25.75
232402,26.00
232902,25.75
233402,26.00
233902,26.00
234402,26.00
234902,26.00
235402,26.00
235902,26.00
236402,25.75
236902,25.75
237402,26.00
237902,25.75
238402,26.00
238902,26.25
239402,25.75
239902,26.25
240402,26.00
240902,26.25
241402,26.00
241902,26.00
242402,26.75
242902,26.00
243402,25.50
243902,26.00
244402,26.00
244902,25.50
245402,26.25
245902,26.25
246402,26.00
246902,26.25
247402,26.25
247902,26.25
248402,26.25
248902,26.50
249402,25.75
249902,26.25
250402,26.50
250902,26.25
251402,26.25
251902,25.75
252402,26.00
252902,25.75
253402,26.25
253902,26.25
254402,26.25
254902,26.00
255402,26.00
255902,25.75
256402,26.50
256902,26.50
257402,26.25
257902,26.75
258402,25.75
258902,26.25
259402,26.25
259902,26.00
260402,26.25
260902,26.50
261402,26.50
261902,26.25
262402,26.00
262902,26.25
263402,26.25
263902,26.50
264402,26.00
264902,26.50
265402,26.50
265902,26.25
266402,26.50
266902,26.25
267402,26.25
267902,26.75
268402,26.50
268902,26.00
269402,26.50
269902,26.00
270402,26.50
270902,26.25
271402,25.75
271902,26.25
272402,26.25
272902,26.25
273402,26.25
273902,25.75
274402,26.25
274902,26.50
275402,26.00
275902,26.25
276402,26.25
276902,26.25
277402,26.25
277902,26.75
278402,26.50
278902,26.00
279402,26.25
279902,26.25
280402,26.25
280902,26.50
281402,26.00
281902,25.75
282402,26.00
282902,26.25
283402,26.25
283902,26.00
284402,26.25
284902,26.00
285402,26.25
285902,26.00
286402,26.25
286902,26.25
287402,26.50
287902,26.00
288402,26.50
288902,26.00
289402,26.25
289902,26.00
290402,26.25
290902,26.50
291402,26.25
291902,26.50
292402,26.50
292902,26.75
293402,26.25
293902,26.00
294402,26.25
294902,26.50
295402,26.25
295902,26.50
296402,26.50
296902,26.50
297402,26.50
297902,26.50
298402,26.50
298902,26.75
299402,26.50
299902,26.50
300402,26.00
300902,26.50
301402,26.00
301902,26.25
302402,26.50
302902,26.25
303402,26.50
303902,26.50
304402,26.50
304902,26.25
305402,26.50
305902,26.50
306402,26.25
306902,26.25
307402,26.50
307902,26.50
308402,26.25
308902,26.50
309402,26.50
309902,26.50
310402,26.50
310902,26.00
311402,26.75
311902,26.75
312402,26.25
312902,26.75
313402,26.00
313902,25.50
314402,26.00
314902,26.50
315402,26.75
315902,26.75
316402,26.50
316902,26.50
317402,26.50
317902,26.50
318402,26.25
318902,26.25
319402,26.75
319902,26.25
320402,26.75
320902,26.75
321402,26.50
321902,26.25
322402,26.75
322902,26.00
323402,26.50
323902,26.50
324402,26.50
324902,26.25
325402,26.25
325902,26.50
326402,26.00
326902,26.25
327402,26.50
327902,26.25
328402,26.50
328902,26.50
329402,26.75
329902,26.75
330402,26.50
330902,26.75
331402,26.50
331902,26.25
332402,26.50
332902,27.00
333402,26.75
333902,26.50
334402,26.75
334902,26.50
335402,26.50
335902,26.75
336402,26.75
336902,26.25
337402,26.75
337902,26.75
338402,26.75
338902,26.75
339402,26.25
339902,26.50
340402,26.75
340902,26.25
341402,26.75
341902,26.25
342402,27.00
342902,26.25
343402,26.25
343902,26.50
344402,26.75
344902,26.50
345402,26.50
345902,27.00
346402,26.75
346902,27.00
347402,26.25
347902,26.25
348402,26.75
348902,26.75
349402,26.75
349902,26.25
350402,26.50
350902,26.75
351402,26.50
351902,27.00
352402,26.50
352902,26.50
353402,26.50
353902,26.50
354402,26.75
354902,26.25
355402,26.75
355902,26.75
356402,26.75
356902,26.75
357402,26.75
357902,26.75
358402,26.50
358902,26.00
359402,26.75
359902,26.75
360402,26.50
360902,26.25
361402,26.50
361902,26.75
362402,26.75
362902,26.50
363402,26.25
363902,26.25
364402,26.50
364902,26.50
365402,26.50
365902,26.75
366402,26.75
366902,26.00
367402,26.50
367902,26.50
368402,27.00
368902,26.75
369402,26.75
369902,26.50
370402,26.75
370902,26.25
371402,26.75
371902,26.50
372402,26.75
372902,26.75
373402,26.75
373902,26.00
374402,26.50
374902,26.75
375402,26.75
375902,26.00
376402,26.75
376902,27.00
377402,26.75
377902,26.75
378402,26.50
378902,26.50
379402,26.00
379902,26.50
380402,26.50
380902,26.50
381402,27.00
381902,27.00
382402,26.25
382902,27.00
383402,27.25
383902,26.25
384402,26.50
384902,27.00
385402,26.50
385902,26.75
386402,26.75
386902,26.75
387402,27.00
387902,26.75
388402,27.00
388902,26.50
389402,26.75
389902,26.50
390402,26.50
390902,27.00
391402,26.75
391902,26.75
392402,26.75
392902,26.75
393402,26.50
393902,26.75
394402,26.50
394902,26.75
395402,27.00
395902,26.75
396402,26.00
396902,26.75
397402,27.00
397902,26.75
398402,27.25
398902,26.75
399402,26.75
399902,27.00
400402,26.25
400902,26.75
401402,27.00
401902,27.00
402402,26.50
402902,27.00
403402,26.25
403902,26.50
404402,27.00
404902,27.00
405402,26.75
405902,27.00
406402,26.50
406902,26.75
407402,27.00
407902,26.75
408402,26.50
408902,26.75
409402,26.50
409902,26.75
410402,26.50
410902,26.75
411402,26.75
411902,26.75
412402,26.75
412902,26.75
413402,27.25
413902,26.75
414402,26.25
414902,26.75
415402,26.25
415902,26.50
416402,27.00
416902,26.50
417402,27.00
417902,26.75
418402,27.00
418902,27.00
419402,27.00
419902,27.00
420402,26.75
420902,27.00
421402,26.25
421902,27.00
422402,26.75
422902,27.00
423402,26.75
423902,27.00
424402,26.50
424902,26.50
425402,26.75
425902,27.00
426402,27.00
426902,26.75
427402,27.00
427902,26.75
428402,27.00
428902,26.50
429402,27.00
429902,26.50
430402,26.25
430902,27.25
431402,26.75
431902,27.00
432402,27.00
432902,26.75
433402,26.50
433902,26.75
434402,27.00
434902,27.00
435402,27.00
435902,27.00
436402,26.50
436902,27.25
437402,26.75
437902,27.00
438402,27.00
438902,27.00
439402,27.00
439902,27.00
440402,27.00
440902,26.50
441402,26.25
441902,27.00
442402,26.75
442902,26.75
443402,26.75
443902,27.00
444402,27.25
444902,27.00
445402,26.75
445902,27.00
446402,27.00
446902,27.00
447402,26.75
447902,27.25
448402,27.00
448902,26.75
449402,27.00
449902,26.50
450402,27.00
450902,27.00
451402,26.75
451902,27.00
452402,27.00
452902,27.00
453402,27.00
453902,27.00
454402,27.00
454902,27.00
455402,27.25
455902,27.00
456402,27.25
456902,26.50
457402,26.75
457902,27.00
458402,26.75
458902,27.00
459402,27.00
459902,27.25
460402,27.25
460902,27.25
461402,26.75
461902,27.25
462402,27.00
462902,27.00
463402,27.25
463902,27.00
464402,27.25
464902,27.00
465402,27.25
465902,27.25
466402,26.50
466902,27.00
467402,27.25
467902,27.00
468402,27.00
468902,27.00
469402,26.75
469902,27.00
470402,27.00
470902,26.25
471402,27.25
471902,27.00
472402,27.00
472902,27.00
473402,26.75
473902,26.75
474402,27.25
474902,27.00
475402,27.25
475902,26.75
476402,27.00
476902,27.25
477402,27.25
477902,27.25
478402,27.00
478902,26.75
479402,27.25
479902,27.25
480402,26.75
480902,26.75
481402,26.75
481902,26.50
482402,26.75
482902,26.75
483402,27.25
483902,27.00
484402,27.00
484902,27.25
485402,27.25
485902,27.25
486402,27.25
486902,26.75
487402,27.25
487902,27.00
488402,26.25
488902,26.75
489402,27.00
489902,26.75
490402,26.25
490902,27.00
491402,27.25
491902,27.00
492402,27.25
492902,27.00
493402,26.75
493902,27.00
494402,27.50
494902,27.25
495402,27.00
495902,27.25
496402,27.50
496902,27.00
497402,27.25
497902,27.50
498402,27.00
498902,26.75
499402,27.50
499902,27.25
500402,27.25
500902,27.25
501402,27.00
501902,27.50
502402,27.25
502902,27.25
503402,27.00
503902,27.25
504402,27.50
504902,27.25
505402,27.25
505902,27.00
506402,26.25
506902,27.50
507402,27.50
507902,27.00
508402,27.00
508902,27.50
509402,27.00
509902,27.25
510402,27.25
510902,27.25
511402,27.25
511902,27.50
512402,27.25
512902,27.00
513402,27.25
513902,27.50
514402,27.25
514902,27.00
515402,27.00
515902,27.50
516402,27.25
516902,27.50
517402,27.50
517902,27.25
518402,27.00
518902,27.50
519402,27.00
519902,27.00
520402,27.50
520902,27.50
521402,27.50
521902,27.25
522402,27.00
522902,27.50
523402,27.50
523902,27.50
524402,27.25
524902,27.25
525402,27.00
525902,27.00
526402,27.25
526902,27.25
527402,27.25
527902,27.25
528402,27.25
528902,27.50
529402,27.50
529902,27.50
530402,27.50
530902,27.50
531402,27.00
531902,27.50
532402,27.75
532902,27.25
533402,27.25
533902,27.50
534402,27.25
534902,27.50
535402,27.00
535902,27.50
536402,27.50
536902,27.25
537402,27.50
537902,27.25
538402,27.50
538902,27.00
539402,27.50
539902,27.25
540402,27.25
540902,27.50
541402,27.50
541902,27.00
542402,26.25
542902,27.00
543402,27.25
543902,27.00
544402,26.50
544902,27.00
545402,27.00
545902,27.00
546402,27.00
546902,27.00
547402,27.00
547902,27.00
548402,26.75
548902,27.00
549402,26.75
549902,26.75
550402,26.50
550902,27.25
551402,27.00
551902,26.75
552402,27.00
552902,27.00
553402,26.75
553902,26.50
554402,27.25
554902,27.50
555402,27.25
555902,27.00
556402,26.75
556902,27.25
557402,27.50
557902,27.00
558402,27.25
558902,27.50
559402,27.25
