id,center_x,center_y,border_x,border_y,radius_px,diameter_px,um_per_pixel
1,1457,498,1462,495,5.830951894845301,11.661903789690601,0.17149858514250882
2,1426,713,1432,711,6.324555320336759,12.649110640673518,0.15811388300841897
3,1435,560,1438,567,7.615773105863909,15.231546211727817,0.13130643285972254
4,1519,500,1522,503,4.242640687119285,8.48528137423857,0.23570226039551587
5,1546,652,1550,650,4.47213595499958,8.94427190999916,0.22360679774997896
