id,center_x,center_y,border_x,border_y,radius_px,diameter_px,um_per_pixel
1,1454,496,1461,504,10.63014581273465,21.2602916254693,0.09407208683835973
2,1426,712,1432,716,7.211102550927978,14.422205101855956,0.1386750490563073
3,1339,918,1343,919,4.123105625617661,8.246211251235321,0.24253562503633297
